Gene_ID	GO_ID
LG4g2000	GO:0005515
LG4g2004	GO:0005525
LG4g2005	GO:0005525
LG4g2006	GO:0016579,GO:0004843
LG4g2007	GO:0004843
LG4g2009	GO:0003677
LG4g202	GO:0006468,GO:0005524,GO:0004672
LG4g205	GO:0006468,GO:0005524,GO:0004672
LG4g206	GO:0051260
LG4g209	GO:0017119,GO:0006886
LG4g21	GO:0030896,GO:0000077
LG4g210	GO:0051260,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG4g216	GO:0005524,GO:0015937,GO:0004140
LG4g218	GO:0008194
LG4g219	GO:0008277,GO:0006886,GO:0016020,GO:0015026
LG4g220	GO:0007186,GO:0016020,GO:0004930
LG4g222	GO:0003779,GO:0016043,GO:0030036,GO:0031267
LG4g226	GO:0005525,GO:0003924
LG4g229	GO:0006468,GO:0005524,GO:0004672
LG4g230	GO:0003723,GO:0009451,GO:0009982,GO:0001522
LG4g233	GO:0005524,GO:0015937,GO:0004140,GO:0009058,GO:0003824
LG4g234	GO:0006468,GO:0005524,GO:0004672
LG4g235	GO:0006468,GO:0005524,GO:0004672,GO:0005515
LG4g236	GO:0005524,GO:0003824
LG4g238	GO:0006281
LG4g241	GO:0005515
LG4g242	GO:0016020
LG4g243	GO:0031683,GO:0019001,GO:0007186,GO:0003924
LG4g244	GO:0005515,GO:0005085
LG4g246	GO:0005515
LG4g247	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG4g248	GO:0005515
LG4g25	GO:0005515
LG4g250	GO:0008270
LG4g253	GO:0005515,GO:0008017
LG4g255	GO:0003700,GO:0006355
LG4g256	GO:0003677,GO:0005524
LG4g26	GO:0005789
LG4g260	GO:0005515
LG4g262	GO:0008270,GO:0006355,GO:0005634
LG4g268	GO:0005096,GO:0003924,GO:0005525,GO:0005515
LG4g269	GO:0003677
LG4g27	GO:0005576,GO:0005509,GO:0007160
LG4g270	GO:0005515
LG4g271	GO:0003677
LG4g272	GO:0005272,GO:0006814,GO:0016020
LG4g273	GO:0006914
LG4g274	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG4g275	GO:0006468,GO:0005524,GO:0004672
LG4g276	GO:0005515
LG4g277	GO:0005515
LG4g28	GO:0004725,GO:0006470
LG4g280	GO:0030286,GO:0007018,GO:0008569,GO:0005524
LG4g282	GO:0046961,GO:0033179,GO:1902600
LG4g283	GO:0005515
LG4g285	GO:0006820,GO:0008509,GO:0016020
LG4g286	GO:0016020,GO:0006820,GO:0008509
LG4g287	GO:0016020,GO:0006820
LG4g291	GO:0006468,GO:0004672
LG4g293	GO:0003723
LG4g294	GO:0042254
LG4g297	GO:0016020
LG4g299	GO:0005524,GO:0004222,GO:0004176,GO:0006508,GO:0016887
LG4g300	GO:0003743,GO:0006413
LG4g301	GO:0046983
LG4g302	GO:0005102
LG4g305	GO:0007165,GO:0004114
LG4g307	GO:0005882
LG4g308	GO:0008168
LG4g310	GO:0005515
LG4g313	GO:0003676
LG4g314	GO:0006508,GO:0031012,GO:0008270,GO:0004222
LG4g317	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG4g321	GO:0003700,GO:0006355
LG4g322	GO:0003700,GO:0006355
LG4g325	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG4g326	GO:0016787
LG4g327	GO:0005515
LG4g328	GO:0006488
LG4g329	GO:0005515
LG4g33	GO:0005515
LG4g330	GO:0016020
LG4g331	GO:0005739,GO:0004408
LG4g333	GO:0003723
LG4g334	GO:0005737,GO:0016627
LG4g336	GO:0016491
LG4g338	GO:0035091
LG4g342	GO:0008360,GO:0016020
LG4g346	GO:0005085,GO:0005515
LG4g35	GO:0007155
LG4g353	GO:0003723
LG4g354	GO:0003723
LG4g355	GO:0005201
LG4g357	GO:0016627,GO:0006629
LG4g358	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG4g361	GO:0007165
LG4g363	GO:0005515
LG4g364	GO:0005515
LG4g365	GO:0005515,GO:0005737
LG4g366	GO:0006123
LG4g367	GO:0042981
LG4g368	GO:0016020,GO:0008146
LG4g369	GO:0005515,GO:0006468,GO:0004672
LG4g37	GO:0007165
LG4g373	GO:0008009,GO:0005576,GO:0006955
LG4g375	GO:0004930,GO:0016020,GO:0007186
LG4g377	GO:0005515
LG4g383	GO:0061630
LG4g384	GO:0006955,GO:0016020,GO:0005164
LG4g385	GO:0016787
LG4g386	GO:0005515
LG4g387	GO:0007186,GO:0016020,GO:0004930
LG4g388	GO:0035091
LG4g39	GO:0006355,GO:0005634
LG4g392	GO:0006468,GO:0005524,GO:0004672
LG4g394	GO:0045901,GO:0003723,GO:0045905,GO:0043022,GO:0003746
LG4g395	GO:0003735,GO:0005840,GO:0006412
LG4g397	GO:0016020,GO:0022857,GO:0055085
LG4g398	GO:0016020
LG4g401	GO:0046332
LG4g402	GO:0005515
LG4g404	GO:0005515
LG4g405	GO:0007605
LG4g409	GO:0007186,GO:0016020,GO:0004930
LG4g410	GO:0006468,GO:0004672,GO:0005515
LG4g412	GO:0008009,GO:0005576,GO:0006955
LG4g413	GO:0006468,GO:0005524,GO:0004672,GO:0000165
LG4g415	GO:0005515
LG4g416	GO:0005515
LG4g418	GO:0004860
LG4g419	GO:0016020,GO:0006811,GO:0005230
LG4g420	GO:0005515,GO:0016020,GO:0005737,GO:0009966
LG4g421	GO:0005515
LG4g423	GO:0006508
LG4g424	GO:0006508,GO:0004222
LG4g425	GO:0016020
LG4g428	GO:0016020,GO:0006811
LG4g429	GO:0006811,GO:0016020,GO:0005230
LG4g43	GO:0005856,GO:0008092,GO:0030866
LG4g432	GO:0005515
LG4g436	GO:0016409
LG4g439	GO:0009058,GO:0003824
LG4g44	GO:0005515,GO:0005198,GO:0003779,GO:0005856
LG4g440	GO:0005179,GO:0005576
LG4g441	GO:0008270
LG4g443	GO:0007165,GO:0004114
LG4g449	GO:0046983
LG4g45	GO:0006265,GO:0003677,GO:0003917
LG4g451	GO:0003723
LG4g452	GO:0016624
LG4g453	GO:0006468,GO:0005524,GO:0004672
LG4g454	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG4g459	GO:0015630,GO:0000226
LG4g462	GO:0016298
LG4g463	GO:0140359,GO:0005524,GO:0055085,GO:0016020
LG4g464	GO:0005524,GO:0016887
LG4g468	GO:0005739
LG4g470	GO:0003677
LG4g471	GO:0000166,GO:0003677,GO:0006260,GO:0003887
LG4g472	GO:0042254,GO:0005515,GO:0005634
LG4g474	GO:0006355
LG4g475	GO:0006468,GO:0005524,GO:0004672,GO:0035091,GO:0004674
LG4g476	GO:0046983
LG4g478	GO:0005515,GO:0008237,GO:0008233
LG4g479	GO:0007186,GO:0016020,GO:0004930,GO:0006506,GO:0005789,GO:0016740
LG4g480	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG4g483	GO:0003677
LG4g499	GO:0005515
LG4g502	GO:0005515
LG4g504	GO:0016407
LG4g505	GO:0042407,GO:0061617
LG4g506	GO:0016747
LG4g509	GO:0005515
LG4g511	GO:0005085,GO:0005515
LG4g512	GO:0006508,GO:0004252,GO:0005515
LG4g514	GO:0006508,GO:0004252,GO:0005515
LG4g516	GO:0006468,GO:0004672
LG4g517	GO:0046872
LG4g518	GO:0006468,GO:0004672
LG4g520	GO:0003677
LG4g522	GO:0005515,GO:0046872
LG4g523	GO:0003735,GO:0006412,GO:0005840
LG4g524	GO:0016579,GO:0004843
LG4g525	GO:0007186,GO:0016020,GO:0004930
LG4g526	GO:0003779
LG4g527	GO:0006468,GO:0005524,GO:0004672
LG4g532	GO:0090307
LG4g533	GO:0005515
LG4g536	GO:0016747
LG4g537	GO:0005524,GO:0046034,GO:1902600
LG4g540	GO:0016409
LG4g542	GO:0006400
LG4g543	GO:0007186,GO:0016020,GO:0004930
LG4g544	GO:0005515,GO:0061608,GO:0006606
LG4g546	GO:0005758
LG4g547	GO:0004869
LG4g551	GO:0004930,GO:0016020
LG4g553	GO:0004930,GO:0016020,GO:0007186
LG4g557	GO:0000413,GO:0003755
LG4g558	GO:0000413,GO:0003755
LG4g560	GO:0005515
LG4g562	GO:0006418,GO:0005524,GO:0004812,GO:0000166
LG4g564	GO:0003779,GO:0007010
LG4g565	GO:0006629,GO:0035556,GO:0004435,GO:0007165
LG4g568	GO:0016747
LG4g570	GO:0005515,GO:0006468,GO:0005524,GO:0004672
LG4g574	GO:0007165,GO:0005515
LG4g575	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG4g576	GO:0022857,GO:0055085,GO:0016020
LG4g580	GO:0005515,GO:0055085,GO:0016020
LG4g584	GO:0005085,GO:0035556
LG4g587	GO:0008270,GO:0004181,GO:0006508
LG4g588	GO:0032012,GO:0005085
LG4g59	GO:0005515
LG4g595	GO:0005524,GO:0009229,GO:0004788,GO:0030975
LG4g600	GO:0006511,GO:0031625
LG4g601	GO:0005515,GO:0046976
LG4g604	GO:0005515
LG4g608	GO:0046488,GO:0052742
LG4g609	GO:0005515
LG4g61	GO:0009308,GO:0008131,GO:0048038,GO:0005507
LG4g610	GO:0033743
LG4g613	GO:0003677,GO:0005634,GO:0006355,GO:0046872
LG4g614	GO:0003924,GO:0005525
LG4g615	GO:0005515,GO:0016787
LG4g616	GO:0005524
LG4g617	GO:0016491,GO:0010181
LG4g618	GO:0005515
LG4g621	GO:0005744,GO:0030150
LG4g622	GO:0005515
LG4g629	GO:0005515
LG4g646	GO:0005515
LG4g654	GO:0003677
LG4g655	GO:0003723
LG4g657	GO:0005515
LG4g658	GO:0005634,GO:0006355,GO:0016922,GO:0003713
LG4g660	GO:0016020
LG4g668	GO:0046983
LG4g669	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG4g670	GO:0005515
LG4g672	GO:0008168,GO:0016706
LG4g673	GO:0051260,GO:0005249,GO:0006813,GO:0008076,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG4g682	GO:0006511
LG4g683	GO:0005515
LG4g684	GO:0008537
LG4g685	GO:0004611,GO:0006094
LG4g686	GO:0004611,GO:0006094
LG4g692	GO:0004518
LG4g693	GO:0016020
LG4g694	GO:0003677
LG4g695	GO:0005515,GO:0031267,GO:0006886
LG4g696	GO:0005515
LG4g697	GO:0005509
LG4g699	GO:0023052
LG4g700	GO:0006355,GO:0003677
LG4g717	GO:0006355,GO:0003700,GO:0003677
LG4g721	GO:0016020,GO:0035435,GO:0005315
LG4g722	GO:0003700,GO:0006355,GO:0046983
LG4g728	GO:0031267
LG4g729	GO:0003924,GO:0005525
LG4g730	GO:0005515
LG4g732	GO:0005096,GO:0005515
LG4g733	GO:0005737,GO:0005515
LG4g734	GO:0005525
LG4g735	GO:0007034
LG4g736	GO:0008270
LG4g737	GO:0005179
LG4g74	GO:0003824
LG4g747	GO:0016627
LG4g748	GO:0016627,GO:0050660
LG4g753	GO:0008168,GO:0016706
LG4g776	GO:0016301
LG4g781	GO:0004930,GO:0016020,GO:0007186
LG4g782	GO:0007156,GO:0005509,GO:0016020
LG4g785	GO:0006488,GO:0106073
LG4g788	GO:0005515
LG4g792	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG4g794	GO:0022857,GO:0055085,GO:0016020
LG4g797	GO:0055085,GO:0016020
LG4g798	GO:0005515,GO:0055085,GO:0016020
LG4g799	GO:0005515,GO:0055085,GO:0016020
LG4g8	GO:0005515
LG4g804	GO:0005576,GO:0005179
LG4g807	GO:0003950
LG4g810	GO:0016020
LG4g811	GO:0032012,GO:0005085
LG4g813	GO:0051260,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG4g814	GO:0051260,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG4g837	GO:0008270,GO:0005515
LG4g838	GO:0003924,GO:0005525
LG4g839	GO:0004725,GO:0006470
LG4g841	GO:0004725,GO:0006470
LG4g842	GO:0005515
LG4g843	GO:0005515
LG4g86	GO:0009308,GO:0008131,GO:0048038,GO:0005507
LG4g872	GO:0007156,GO:0005509,GO:0016020
LG4g873	GO:0007156,GO:0005509
LG4g874	GO:0007156,GO:0005509,GO:0016020
LG4g878	GO:0007186,GO:0016020,GO:0004930
LG4g88	GO:0005507,GO:0009308,GO:0048038,GO:0008131
LG4g890	GO:0006468,GO:0005524,GO:0004672
LG4g899	GO:0005861
LG4g9	GO:0005515
LG4g900	GO:0008373,GO:0006486
LG4g904	GO:0006468,GO:0005524,GO:0004672
LG4g905	GO:0035556
LG4g906	GO:0016579,GO:0004843,GO:0008270
LG4g910	GO:0017022
LG4g911	GO:0005085
LG4g912	GO:0046872
LG4g913	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG4g914	GO:0016020,GO:0045271
LG4g917	GO:1902600,GO:0033180,GO:0046961
LG4g923	GO:0003676,GO:0003723
LG4g924	GO:0006000,GO:0003873,GO:0005524
LG4g925	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG4g926	GO:0005515,GO:0006355,GO:0005634
LG4g928	GO:0030212,GO:0004867
LG4g930	GO:0030212,GO:0004867
LG4g932	GO:0015986,GO:0046933,GO:0045259
LG4g935	GO:0006355,GO:0043565
LG4g975	GO:0003723
LG4g979	GO:0008270,GO:0004181,GO:0006508
LG4g999	GO:0005515
LG50g1	GO:0016671
LG50g2	GO:0003924,GO:0005525
LG50g3	GO:0005515,GO:0016055,GO:0008013,GO:0008017
LG50g6	GO:0016020
LG50g7	GO:0005319,GO:0006869
LG50g8	GO:0005319,GO:0006869
LG52g1	GO:0016641,GO:0005507
LG52g2	GO:0016020
LG53g2	GO:0007186,GO:0016020,GO:0004930
LG53g4	GO:0008270
LG542g2	GO:0009968,GO:0005737
LG549g1	GO:0005634
LG56g4	GO:0004842
LG56g5	GO:0032040
LG571g1	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG576g1	GO:0003676,GO:0005524
LG57g1	GO:0005515
LG57g10	GO:0006413,GO:0003723,GO:0003743
LG57g4	GO:0005515
LG57g6	GO:0005515
LG57g7	GO:0006468,GO:0004672
LG57g8	GO:0006468,GO:0004672,GO:0005515
LG58g10	GO:0007160
LG58g6	GO:0030150,GO:0005742,GO:0006886,GO:0006605
LG58g7	GO:0003723
LG594g4	GO:0005515
LG5g1000	GO:0005515
LG5g1006	GO:0005515
LG5g1008	GO:0005515
LG5g1009	GO:0003723,GO:0006396
LG5g1012	GO:0005515
LG5g1015	GO:0005515
LG5g1017	GO:0046785,GO:0015631
LG5g1018	GO:0008270
LG5g1019	GO:0005515
LG5g1021	GO:0003677
LG5g1022	GO:0003677,GO:0005634,GO:0003700,GO:0007275
LG5g1025	GO:0003723
LG5g1026	GO:0003723,GO:0016020,GO:0007154,GO:0055085
LG5g1028	GO:0016772,GO:0016301
LG5g1029	GO:0006468,GO:0005524,GO:0004672
LG5g1030	GO:0006887,GO:0000145
LG5g1031	GO:0005737,GO:0042325
LG5g1032	GO:0007154,GO:0016020,GO:0007275,GO:0007219
LG5g1035	GO:0003723
LG5g1036	GO:0005509
LG5g1037	GO:0003924,GO:0005525
LG5g1038	GO:0005515
LG5g1039	GO:0009966
LG5g1040	GO:0005102,GO:0016055,GO:0007275,GO:0005576
LG5g1041	GO:0006955,GO:0016020,GO:0005164
LG5g1043	GO:0016020
LG5g1046	GO:0007186,GO:0016020,GO:0004930,GO:0005515
LG5g1047	GO:0007165,GO:0005515,GO:0008289
LG5g1048	GO:0016020
LG5g1049	GO:0007165,GO:0005737,GO:0005515
LG5g105	GO:0046872
LG5g1050	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG5g1054	GO:0008610,GO:0016491,GO:0005506
LG5g1057	GO:0007186,GO:0016020,GO:0004930
LG5g1060	GO:0005515,GO:0031267,GO:0006886
LG5g1063	GO:0006355,GO:0043565,GO:0003700
LG5g1065	GO:0005515
LG5g1067	GO:0005085
LG5g1068	GO:0005515
LG5g1069	GO:0004553,GO:0005975
LG5g1070	GO:0003924,GO:0005525
LG5g1076	GO:0010038
LG5g1078	GO:0043087
LG5g1079	GO:0036211
LG5g108	GO:0005975,GO:0004553
LG5g1085	GO:0005096,GO:0051056
LG5g1086	GO:0016020
LG5g1087	GO:0016579,GO:0004843,GO:0008270
LG5g1089	GO:0003712,GO:0016592,GO:0006357
LG5g1091	GO:0016020
LG5g1093	GO:0030170,GO:0009058
LG5g1094	GO:0046983
LG5g1095	GO:0016020
LG5g1096	GO:0006468,GO:0005524,GO:0004672
LG5g1098	GO:0005515
LG5g11	GO:0003677
LG5g1100	GO:0005515
LG5g1101	GO:0007186,GO:0016020,GO:0004930
LG5g1103	GO:0005525
LG5g1108	GO:0005576,GO:0005515,GO:0007165
LG5g1110	GO:0006412,GO:0005840,GO:0003735
LG5g1113	GO:0005515
LG5g1115	GO:0019211
LG5g1123	GO:0008168,GO:0006480
LG5g1124	GO:0016491
LG5g1125	GO:0010181
LG5g1127	GO:0005515,GO:0005509
LG5g1129	GO:0005515
LG5g1131	GO:0003774,GO:0016459,GO:0005524
LG5g1132	GO:0016459
LG5g1133	GO:0016459
LG5g1134	GO:0016459
LG5g1135	GO:0016459
LG5g1136	GO:0016459
LG5g1137	GO:0003774,GO:0016459,GO:0005524
LG5g1139	GO:0043524,GO:0070120,GO:0005127
LG5g1140	GO:0005509
LG5g1142	GO:0005509
LG5g1143	GO:0008270
LG5g1144	GO:0034314,GO:0005885,GO:0015629
LG5g1145	GO:0003714,GO:0006351
LG5g1146	GO:0016787
LG5g1147	GO:0003774,GO:0016459,GO:0005524
LG5g1149	GO:0022857,GO:0055085,GO:0016020
LG5g1152	GO:0005515
LG5g1153	GO:0001503
LG5g1154	GO:0016226,GO:0005506,GO:0051536
LG5g1155	GO:0006468,GO:0005524,GO:0004672,GO:0007165,GO:0004674
LG5g1158	GO:0005509,GO:0070569
LG5g1160	GO:0180047,GO:0005789,GO:0030234
LG5g1161	GO:0046488,GO:0052742
LG5g1162	GO:0005515,GO:0005737
LG5g1163	GO:0006955,GO:0016020,GO:0005164
LG5g1166	GO:0006468,GO:0005524,GO:0004672
LG5g1171	GO:0008270
LG5g1174	GO:0005515,GO:0046872
LG5g1176	GO:0022857,GO:0055085
LG5g1177	GO:0022857,GO:0055085
LG5g118	GO:0016491,GO:0016209,GO:0051920
LG5g1180	GO:0005524
LG5g1181	GO:0008270
LG5g1183	GO:0008270,GO:0005515
LG5g1185	GO:0005515,GO:0015078,GO:0015986
LG5g1186	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG5g1189	GO:0016780,GO:0016020
LG5g119	GO:0016747
LG5g1191	GO:0004418,GO:0033014
LG5g1196	GO:0005515
LG5g1198	GO:0003700,GO:0006355
LG5g1199	GO:0005515
LG5g1200	GO:0006468,GO:0005524,GO:0004672
LG5g1202	GO:0003950
LG5g1203	GO:0035091
LG5g1208	GO:0004222,GO:0006508
LG5g1209	GO:0004222,GO:0006508
LG5g121	GO:0016747
LG5g1210	GO:0005515
LG5g1213	GO:0016702
LG5g1215	GO:0005515
LG5g1218	GO:0046983
LG5g122	GO:0042407,GO:0061617
LG5g1222	GO:0003677
LG5g1223	GO:0003676,GO:0005524
LG5g1227	GO:0016020,GO:0015276
LG5g1229	GO:0016787
LG5g1230	GO:0005634,GO:0045892
LG5g1231	GO:0007186,GO:0016020,GO:0004930,GO:0005515,GO:0005634,GO:0008270,GO:0042054
LG5g1233	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG5g1235	GO:0005201
LG5g1236	GO:0005509,GO:0016020,GO:0004571
LG5g1237	GO:0005509,GO:0016020,GO:0004571
LG5g1238	GO:0070008,GO:0006508
LG5g1239	GO:0005515
LG5g124	GO:0003677,GO:0005634,GO:0006355,GO:0046872
LG5g1240	GO:0005515
LG5g1241	GO:0016192
LG5g1243	GO:0016020
LG5g1245	GO:0008270,GO:0046872
LG5g1247	GO:0005515
LG5g1248	GO:0006468,GO:0004672,GO:0016758,GO:0016020,GO:0006486
LG5g125	GO:0003677,GO:0005634,GO:0006355,GO:0046872
LG5g1250	GO:0030286,GO:0007018,GO:0008569
LG5g1254	GO:0005524
LG5g1256	GO:0007076,GO:0000796
LG5g1257	GO:0007186,GO:0016020,GO:0004930
LG5g1258	GO:0016020
LG5g1259	GO:0016020,GO:0006820,GO:0008509
LG5g1263	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG5g1265	GO:0016787
LG5g1266	GO:0004222,GO:0006508
LG5g1271	GO:0016020,GO:0016641,GO:0005507
LG5g1272	GO:0007186,GO:0016020,GO:0004930
LG5g1273	GO:0003677,GO:0000786,GO:0006334
LG5g1275	GO:0005515
LG5g1276	GO:0005515,GO:0007165,GO:0003677,GO:0006313,GO:0015074
LG5g1279	GO:0005576,GO:0005515
LG5g1280	GO:0003700,GO:0045893
LG5g1281	GO:0016020
LG5g1284	GO:0016020
LG5g1285	GO:0006468,GO:0004672,GO:0007165
LG5g1286	GO:0006364,GO:0019843
LG5g1289	GO:0031419,GO:0015889
LG5g129	GO:0004620,GO:0009395
LG5g1294	GO:0005515
LG5g1296	GO:0008237,GO:0008270
LG5g1297	GO:0008270,GO:0006281
LG5g1298	GO:0016020
LG5g13	GO:0005515,GO:0016020
LG5g1304	GO:0005515
LG5g1305	GO:0004146,GO:0046654
LG5g1306	GO:0016702
LG5g1309	GO:0005216,GO:0055085,GO:0016020,GO:0006811,GO:0051262
LG5g1311	GO:0006468,GO:0005524,GO:0004672
LG5g1314	GO:0016787
LG5g1315	GO:0008270,GO:0003677
LG5g1316	GO:0016020
LG5g1317	GO:0004497,GO:0016705,GO:0005506,GO:0020037
LG5g1318	GO:0008017,GO:0007018,GO:0003777,GO:0005524
LG5g1319	GO:0005544,GO:0005509
LG5g1320	GO:0022857,GO:0055085
LG5g1322	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG5g1323	GO:0005524,GO:0006468,GO:0004674,GO:0005216,GO:0055085,GO:0016020,GO:0006811,GO:0051262
LG5g1325	GO:0008757
LG5g1327	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG5g1328	GO:0006303
LG5g1329	GO:0005515
LG5g1330	GO:0005762,GO:0003735
LG5g1331	GO:0006629
LG5g1332	GO:0005515
LG5g1333	GO:0016020,GO:0004252
LG5g1334	GO:0003723
LG5g1335	GO:0005515,GO:0008017
LG5g1336	GO:0030117,GO:0006886,GO:0016192,GO:0030131
LG5g1338	GO:0003924,GO:0005525
LG5g1339	GO:0008289
LG5g1340	GO:0046961,GO:0033179,GO:1902600
LG5g1341	GO:0003723,GO:0006396,GO:0008173
LG5g1343	GO:0003723
LG5g1349	GO:0006508,GO:0008234
LG5g1351	GO:0016409
LG5g1353	GO:0005524,GO:0046034,GO:1902600
LG5g1355	GO:0017121,GO:0017128
LG5g1356	GO:0017121,GO:0017128
LG5g1358	GO:0008234,GO:0006508
LG5g1359	GO:0003676,GO:0005524
LG5g1360	GO:0006355
LG5g1363	GO:0016020
LG5g1365	GO:0003735,GO:0005763
LG5g1370	GO:0051262,GO:0000976
LG5g1374	GO:0016624
LG5g1375	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG5g1376	GO:0003743,GO:0003723,GO:0006413
LG5g1378	GO:0015630,GO:0000226
LG5g1384	GO:0005524
LG5g1387	GO:0005524
LG5g1388	GO:0007165,GO:0005096
LG5g139	GO:0004620,GO:0009395
LG5g1391	GO:0016020,GO:0016758,GO:0005975
LG5g1394	GO:0016020,GO:0016758,GO:0005975
LG5g1401	GO:0004402,GO:0006355
LG5g1403	GO:0000398,GO:0005681
LG5g1407	GO:0030154
LG5g1409	GO:0016020,GO:0015276
LG5g141	GO:0007264,GO:0005085
LG5g1411	GO:0016020
LG5g1412	GO:0007186,GO:0016020,GO:0004930
LG5g1415	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG5g1419	GO:0003700,GO:0045893
LG5g142	GO:0005515
LG5g1420	GO:0009165,GO:0000287
LG5g1422	GO:0016409
LG5g1423	GO:0005524
LG5g1426	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG5g1427	GO:0007034
LG5g1428	GO:0005515
LG5g1429	GO:0005515
LG5g1430	GO:0031492,GO:0005634,GO:0000785
LG5g1431	GO:0034121
LG5g1432	GO:0005515,GO:0016020,GO:0005737,GO:0009966
LG5g1433	GO:0042407,GO:0061617
LG5g1434	GO:0003697
LG5g1435	GO:0003697
LG5g1437	GO:0046983,GO:0006355
LG5g1438	GO:0070072
LG5g1439	GO:0007186,GO:0016020,GO:0004930
LG5g144	GO:0003677
LG5g1440	GO:0003723,GO:0042981,GO:0006508,GO:0004197
LG5g1441	GO:0016491,GO:0046983
LG5g1442	GO:0016020,GO:0006811,GO:0005230
LG5g1443	GO:0005840,GO:0003735,GO:0006412
LG5g1444	GO:0005515
LG5g1445	GO:0005515
LG5g1446	GO:0005515
LG5g1447	GO:0008194
LG5g1448	GO:0008194
LG5g1449	GO:0006468,GO:0005524,GO:0004672
LG5g145	GO:0000813
LG5g1452	GO:0006468,GO:0004672
LG5g1456	GO:0016887,GO:0005524
LG5g1458	GO:0005515
LG5g1459	GO:0022857,GO:0055085,GO:0016020
LG5g146	GO:0016020
LG5g1461	GO:0005515,GO:0006468,GO:0005524,GO:0004672
LG5g1462	GO:0051259
LG5g147	GO:0005634,GO:0003700,GO:0006355,GO:0003677
LG5g1471	GO:0005515
LG5g1481	GO:0005509
LG5g1484	GO:0005515,GO:0003677
LG5g1486	GO:0005515
LG5g1489	GO:2000640
LG5g1492	GO:0005515
LG5g1493	GO:0016491
LG5g1494	GO:0005515,GO:0004517,GO:0006809,GO:0010181
LG5g1496	GO:0006468,GO:0004672
LG5g1497	GO:0016887,GO:0005524
LG5g1498	GO:0005515
LG5g150	GO:0008270,GO:0046872
LG5g1503	GO:0051537,GO:0016491
LG5g1505	GO:0016020
LG5g1506	GO:0005515
LG5g1507	GO:0006260,GO:0003887,GO:0008270,GO:0005634
LG5g1509	GO:0005730,GO:0042254
LG5g151	GO:0005515
LG5g1510	GO:0009247,GO:0001733,GO:0016020
LG5g1511	GO:0000413,GO:0003755
LG5g1513	GO:0006468,GO:0005524,GO:0004672
LG5g1515	GO:0003916,GO:0006265,GO:0003677
LG5g1516	GO:0005576,GO:0005125
LG5g1523	GO:0008009,GO:0005576,GO:0006955
LG5g1527	GO:0000977,GO:0032422
LG5g1528	GO:0003677
LG5g1529	GO:0005882
LG5g1530	GO:0046983
LG5g1531	GO:0008380
LG5g1534	GO:0016773,GO:0005524,GO:0005975
LG5g1535	GO:0016773,GO:0005524,GO:0005975
LG5g1536	GO:0007186,GO:0016020,GO:0004930
LG5g1539	GO:0008270,GO:0003677
LG5g1541	GO:0004402,GO:0006355,GO:0003677
LG5g1545	GO:0005515
LG5g1549	GO:0003700,GO:0045893
LG5g155	GO:0043065,GO:0005740,GO:0016020
LG5g1550	GO:0005515
LG5g1551	GO:0016491
LG5g1553	GO:0006468,GO:0005524,GO:0004672
LG5g156	GO:0016020
LG5g1562	GO:0003700,GO:0006355
LG5g1568	GO:0046873,GO:0016020,GO:0030001,GO:0055085
LG5g1569	GO:0007186,GO:0016020,GO:0004930
LG5g157	GO:0003723
LG5g1572	GO:0016887,GO:0005524
LG5g1576	GO:0005515
LG5g1578	GO:0016409
LG5g1579	GO:0043130
LG5g1581	GO:0006338,GO:0006355
LG5g1586	GO:0006281,GO:0003684,GO:0003887
LG5g1587	GO:0005515
LG5g1589	GO:0046907
LG5g1595	GO:0005515
LG5g1596	GO:0005524,GO:0006633,GO:0003989
LG5g1597	GO:0006355,GO:0043565,GO:0003700
LG5g1598	GO:0003774,GO:0016459,GO:0005524
LG5g1599	GO:0051260
LG5g1600	GO:0004842
LG5g1601	GO:0016491
LG5g1603	GO:0005524
LG5g161	GO:0005515
